,博主昵称,微博内容,发布时间
6041,水泊松山,曹县出口棺木占日本市场90日本棺木的需求量这么大因为核废水吗,05月21日 02:16
9885,沉醉沉溺,抗议日本排核废水有没有谁组织抗议活动抗议日本此举损害环太平洋人民的生命财产健康,04月10日 19:41
5628,五十四岁离异带娃,这里是拆那拆那的营销号接什么立本公司的投稿二鬼子滚回去喝核废水还有那个刘字怎么给立本人系鞋带啊怎么也想当二鬼子滚回去喝核废水吗,05月19日 10:59
4795,绝对熬夜领域,最右核废水还没喝这智商就已经挺一言难尽了霓虹傻事_一言如此的难尽日本说计划排放的废水里只有氚其余放射物质会被过滤出来含氚的水被稀释后无害并且氚也会自然衰变12年13年就消失为什么就不能到时候来看结果非要现在这样吵呢既然就是蓄意想吵闹那人家现在说什么都没用,05月16日 08:24
7451,belllux,香港轉自香港同心總會仝心匯新冠病毒肆虐核廢水生態災難輻射變種病毒人類的未來會如何你能為地球做什麼未來由你來決定歡迎投稿到香港同心總會舉辦的第一屆同心中文寫作比賽全文O网页链接O我能為地球做什麼之我和地球有個約會,05月01日 10:39
515,淘宝c三哥在印度,瑞格非尼瑞戈非尼REGORAFENIB和索拉非尼的效果对比我国是世界上最大的肝癌发病国家每年新发病例超过了全球的一半还多在全部肝癌患者中早期肝癌患者的治疗手段多效果不错手术消融介导都很有效晚期肝癌的患者可应用的治疗方式很少药物经过批准的药物只有索拉非尼多吉美一种另有两三种还在试验的确定失败的有舒尼替尼sunitinib布立尼布brivanib厄洛替尼erlotinib等多个索拉非尼多吉美是一种靶向RAFVEGFPDGF和其他酪氨酸激酶的多激酶抑制剂在4月29日之前都是晚期肝癌唯一线标准治疗药物20072008年间在众多晚期肝癌Ⅲ期临床研究失败后SHARP研究提出的试验结果索拉非尼对比安慰剂治疗晚期肝癌中位总生存OS期延长28个月107vs79一项针对亚洲亚洲晚期肝癌患者服用索拉非尼后的研究表明其中位生存期从平均42个月延长到了65个月索拉非尼应用中的另一个主要挑战是平均应用176周大约4个月多一点的时间后就会失效换句话说就是4个月多些就耐药索拉非尼适应症肾癌肝癌甲状腺癌瑞格非尼Regorafenib也是一个多靶点的酪氨酸激酶的多激酶抑制剂作用靶点超过十个VEGFR1VEGFR2VEGFR3TIE1TIE2RAF1BRAFBRAFV600KITRETPDGFRFGFR等等瑞格非尼在针对使用索拉非尼多吉美耐药后的肝癌患者试验中显著改善了晚期肝癌患者的总生存期HR063中位OS为106个月优于安慰剂组的78个月中位无进展生存PFS期瑞格非尼组为31个月还是很容易耐药的从生存期对比从结果看好像瑞格非尼和索拉非尼的效果差不多但是必须要强调下这个试验是在索拉非尼耐药后获得的也就是说二线达到了一线的水平是比较大的进步了瑞格非尼适应症结直肠癌胃肠道间质瘤肝癌瑞格非尼治疗的不良事件与索拉非尼多吉美相似但更需要密切监测索拉非尼多吉美的皮肤不良事件与患者预后较好有关而瑞格非尼还有待观察且这两种药物同样存在的问题易耐药从数据上看分析患者先用索拉非尼多吉美再服用瑞格非尼在一年内都可能出现耐药问题按照最新的这个用药顺序向肝癌索拉非尼耐药并符合的患者提供纳武单抗在此可能要先考虑瑞格非尼的使用再之后PD1免疫抑制剂纳武单抗Opdivo几乎就是唯一可选药物了日本核废水入海对中国有何影响印度特瑞收起全文d,05月06日 23:30
7995,维里蒂斯,任豪没有人比R1SE更爱R1SE退圈吧去喝核废水吧httptcnR2Wx0ui,05月02日 22:26
7940,半条芩,任豪没有人比R1SE更爱R1SE没有人比任豪更懂核废水处理,05月02日 22:38
6904,我就是大宝呢,日本副首相称喝处理核废水没事自己先喝个几吨净脱裤子不放p,04月20日 23:51
3215,金丝狸猫京剧乐园,外媒对中国环保指手画脚后环保少女喊话中国要改变此前在日本核废水议题上沉默快手快手女巫妖怪L新华每日电讯的快手视频,05月12日 13:45
8049,风行gary,任豪没有人比R1SE更爱R1SE怎么着家乡的核废水喝完了开始洗白了任桑,05月02日 22:17
10124,carlvinson金牛,核废水让兲蝗先喝,04月10日 16:04
2474,三哥在印度微信kk600167,特瑞普利单抗在草地上陪伴着她的少年是童年梦境中的虚像这一刻雾散开梦醒来她面前的人不是在树下睡觉莲池边偷酒喝的寻常少年他是流昔纵横此界的传奇极元境界的师祖她应恭敬礼拜的存在恩美曲妥珠单抗特瑞普利单抗曲妥珠单抗赫赛汀雷莫卢单抗西妥昔单微风_offline抗阿达木单抗注射液修美乐利妥昔单抗贝伐珠单抗博纳吐单抗雷莫芦单抗达雷妥尤单抗阿特珠单抗T药伊匹单抗信迪利单抗注射液达伯舒艾瑞卡卡瑞珠单抗替雷利珠单抗百泽安阿替利珠单抗泰圣奇帕妥珠单抗帕捷特雷珠单抗诺适得贝伐珠单抗注射液安维汀利妥西单抗注射液美罗华印度特瑞东奕撇嘴拉倒吧大师伯那叫沉稳师兄你虽然是他的徒弟但真没继承他老人家这一点日本核废水入海对中国有何影响收起全文d,05月10日 14:42
5470,弱者为何要战斗之奇迹跳跃,这都是什么核废水时代产物我被哈哭了,05月18日 11:30
2537,来游来歌以矢其音,草跳投之王安东尼弄得我以为日本核废水是女权拉的,05月10日 11:37
3451,再见我是外星人,目前唯一能令我原谅谏山创的方法就是他把核废水都喝掉重画已经没用了这玩意给我的伤害太大除非能修改我的记忆,05月12日 02:19
3339,77只想咸鱼,谏山创不懂就问谏山创是核废水实验志愿者吗是喝了核废水变质了吧这结局不像是阳间人能想到的样子,05月12日 09:58
8744,发呆是我的生活态度,所以你排核废水是打算以毒攻毒呢,05月03日 21:55
4922,vvmwmvv,能挡住核废水吗,05月17日 21:22
4167,普通人拖肥_二周目,梓殒不是我杞人忧天赶紧监控附近海域海水放射性元素含量这特么别到时候说核废水震漏了妈的正中下怀,05月14日 09:04
4907,古赵情长,日本排放核废水喝了会变异美国禁止进口环保少女狂买包日本排放核废水L古赵情长的微博视频,05月17日 21:55
2697,这得有多大仇,菲特泰斯塔羅莎我们的火箭掉水里就危害全球他们的核废水就安全环保日本傻事目前日本雅虎新闻首页的新闻底下的评论第一条43万赞_查看图片日本傻事大部分残骸竟然大气层里销毁了剩余也掉海里了真太可惜了没有砸到这些造谣的欧美和日本人头,05月10日 00:16
5812,原老未,其实按说应该呼吁保护地球环境的不是我这种决定不生娃的而是那些有孩子的或之后可能决定要孩子的因为你们的孩子才是要面对海鲜里都是塑料颗粒核废水海洋地下水水源被污染的人只言片语,05月20日 12:39
3204,kono_jiojio哒,新闻评论老师指着某同学写的关于rh核废水的新闻评论说这个题材你把它取名叫国家底线不可亵渎是不合适的我们来看看这个人他真的亵渎国家底线了吗没有这只是小学生行为幼儿园行为只能说明这个人没有脑壳而已露出义愤填膺的表情我跟舍友在下面笑得想死,05月12日 14:30
8775,夏夜的那阵风,东京饮用水致癌物严重超标我觉得问题不大改喝治理过的核废水不就行了吗之前不是还说可以饮用吗,05月03日 21:38
4114,AlvaCC_慢慢的爱,当地百姓希望没事另外地震了核废会不会借此机会就大模大样的排了还有之前所谓的低辐射废水优先排多半也已经排了还有最近澳大利亚和法国到底在做什么幺蛾子以及加拿大这边都要密切关注,05月14日 10:35
5490,高5590486371,如果日本真的把137万吨核废水排入大海会怎么样十年创富路快手知识市集超级投资家快手快手L华华财商的快手视频,05月18日 09:32
3547,母鸡啊我,尹浩宇生图今天的尹浩宇冲镜头笑了一下我的眼泪瞬间如同一江春水从北京永定河浩浩荡荡地流淌到珠江三角洲汇入太平洋稀释了日本核废水有效地缓解了沿岸水质富营养化的生态问题北冰洋的浮冰被冲到一起结成一片冰原为北极熊海豹抹香鲸等等等开辟了更广阔的栖息地我曾单纯的觉得尹浩宇可以增进中泰友谊促进一带一路以及亚洲经济圈的发展进程现在想想他远不止如此他的存在甚至推进了全球生态可持续发展为地球上的所有生命带去了新的生机收起全文d,05月13日 21:52
300,砺沙下沉,既然你祝我去站台当季女那我就祝你每天喝一杯核废水吧,05月05日 12:25
9513,-阿酌-,真的笑了一整天哈哈哈哈哈哈簟画艹阿芷今天光合作用了吗从08年开始等的凯尔希黑潮之下就是tmd核废水北斗星空leaf这白开水怎么没味儿为斯卡蒂献出心脏我永远喜欢森蚺两面包夹芝士,05月04日 16:56
10127,十八子金名,日本政府基本决定将福岛核污水排入大海海产品很有可能不能吃了福岛核电站现在成了核污水生产厂估计未来几十年上百年持续生产核辐射水日本政府不顾世界各国和国际组织的阻拦和劝告执意于4月13日召开内阁会议讨论和决定将福岛核污水排入大海这事基本板上钉钉因为没有更好的办法数年前的核事故造成大量的放射性物质泄漏现在直接将核废水排入太平洋地球物理环境海洋生物乃至人类的食品生存安全受到了严重威胁以后谁还敢买数以万计的海洋鱼类贝类海藻海盐等等美味的食品v光新星收起全文d,04月10日 16:00
2398,看台海,谢长廷自称遭霸凌台民众大骂猪狗不如民进党当局驻日代表谢长廷妄称台湾排核废水入海一事在岛内持续延烧国民党要求谢长廷返台说明不过谢长廷则以防疫为重为由拒绝返回台湾出席答询近日谢长廷更批评国民党一下要撤他职一下要他回来根本就是霸凌俨然一副自己才是受害者的丑恶嘴脸谢长廷究竟愿不愿意返台解释质询他是否是在拿疫情当作挡箭牌岛内有媒体进行街头民调询问民众的看法不少民众纷纷开骂并认为谢长廷根本不会想要回来台湾有受访民众直言他谢长廷本身就是一向都是听日本那边的叫他爬回来爬回来滚回台湾来叫他下台更有民众大骂谢长廷猪狗不如下一次选举要把民进党赶下来L看台海的微博视频收起全文d,05月10日 19:00
4338,符良英1991,坚决反对日本政府把核废水倒入海洋爱护地球人人有责保护环境人人有责,05月15日 21:46
2294,核桃麦芽糖,人形苍蝇幼虫黑太监僵尸满谈判就是个幌子无论答不答应条件日本都会继续排核废水区别只在于偷偷排还是公开排而已谈判不会有结果从日本附近海洋发现核辐射变异海洋鱼类就知道日本偷排很久了,05月09日 18:13
3517,云木纪,倾倒核废水全人类的灾难最近日本决定倾倒核废水的事件频频上热搜这件事非同小可且关乎你我那么日本倾倒核废水事件究竟有什么样的危害呢第一此次倾倒的核废水总量巨大且其在十年后就会以各种方式扩散至全球对全球生物环境等会造成极其深远的影响第二核废水中的某些原子同位素衰变过程需要数万甚至几十万年所以此次倾倒事件影响时间极其久远第三核废水对地球环境人类健康等都将产生重大影响人体致癌发生病变婴儿至畸等等都绝有可能发生核废水的危害绝不是三言两语就能概括的希望世人都拥有良知不要让我们的后代三头六臂都成为常态图源央视新闻侵删收起全文d,05月13日 23:06
854,戀上赤道的北極2019,显然这条微博也非他本人意愿鬼子在你家门口拉了坨你有大局观你有道德心你呼吁着亲朋好友去帮着舔干净你真棒蠢货它是可以不将核废水倒进海里的它是有能力妥善处理的只是它不愿意付出相应的代价拉着全世界买单把脑子捐了吧留着也没用,05月06日 09:58
9558,漠宏庵,东京饮用水致癌物严重超标至今日本13个都府县的37处饮用水源都存在氟化物超过日本国家标准的情况历史上日本曾遭到美国核武器打击加上福岛核电站引发的核事故等因素可以说日本饱受核污染困扰据此证明日本比世界上其它地方的人更知道环境保护的重要性切不可昧着良心往大海排放核废水祸害全人类子孙L小央视频的微博视频收起全文d,05月04日 15:16
4483,茶馆论道,韩国渔民要求日本每天赔偿一千万韩元韩国两家渔业协会对日本政府和东京电力公司提起诉讼要求日本方面提供每天1000万韩元约合人民币57万元的赔偿一个月前日本政府正式决定福岛核废水排海并在昨日决定将从2023年开始执行引起日本国内外民众的强烈不满LCGTN记者团的微博视频,05月15日 12:30
5675,Conquerq8,日本排放核污染废水的时候环境保护组织消失了现在巴以事件人权组织也消失了,05月19日 00:50
7755,浪费光阴的梭子,日本跟美国马上就要实现世界出现丧尸的理论了核废水外加研究生化实验,05月02日 23:23
2247,花花花花花lala,日本东电核废水马上就来,05月09日 19:15
7918,与辰共勉,任豪没有人比R1SE更爱R1SE你多喝几吨日本辅导核电站的废水吧没人愿意鸟你的抄袭,05月02日 22:42
5649,辅酶格格,哎呀有些核废水喝多的人果然不知好歹呢我还帮他们做数据迁坟呢火气这么大不如来杯,05月19日 08:50
4894,细幺幺C,看到日本和印度就头疼日本政府正式决定福岛核废水排海恒河不断出现疑似病患浮尸,05月17日 22:28
8223,岁岁无忧201912,任豪没有人比R1SE更爱R1SE任桑这么爱她的话怎么次次搞事整了她一次又一次呢话说任桑太君还没去日本喝核废水啊,05月02日 21:55
1296,殷志源的微博朋友,我好难过自从本子国被曝光偷排核废水我就开始寻找珂润的替代贵的买不起便宜的不敢用唯有珂润面霜是我的爱,05月07日 10:40
5921,社会你珊哥哥,前不久日本宣布要把福岛核废水排入太平洋那将会是全球危机L社会你珊哥哥的微博视频,05月21日 20:28
10113,神工场,中国人吃点肉有点雾霾都逼逼对日本核泄漏排放核废水倒是挺宽松,04月10日 16:12
5804,楠竹一,军事分享官楠竹一微博公开课菅义伟为何急着排核污入海背后原因终于曝光实在太可怕了日本福岛核电站储存核废水的旧式储罐由于地震频发外加罐体老化出现了漏水的现象而这些泄露的核废水中检出了铯137在内的大量放射性物质菅义伟为何着急排放核废水日本不惜得罪全球也要排放核污水入海背后原因终于曝光实在太可怕了O菅义伟为何急着排核污入海背后原因终于曝光实在太可怕了收起全文d,05月20日 13:41
120,13none,说起来今年前脚日本说要排放核废水后脚就出尼尔重置怕不是在暗讽什么,05月05日 19:35
6951,GGAD结婚证本证,冥王星1974同样因为钱的问题本来核事故废水可以用pe桶存80年再处理达标排放核电站周边空地有的是但要2亿美元政府就决定直排但同时可以一次次拔款修复因核事故损害的日本政府世界形象,04月23日 23:58
8283,美女有优先权,任豪没有人比R1SE更爱R1SE本灰尘想问任豪太君核废水喝完了吗,05月02日 21:43
9464,后青春的草,余景天再向粉丝鞠躬不退赛也行首先得断绝跟它们的关系再来就是抛弃一切它们给你以及以后给你的东西再把自己的赚的东西捐给社会以此来赎你父母欠下的孽债能做到吗舍得吗鞠个躬算个什么日本鬼子倒核废水道个歉就了事,05月04日 18:41
7668,桶外瑞茶,任豪没有人比R1SE更爱R1SExsl没有人比你更爱喝核废水,05月02日 23:43
7727,浅识兰陵,这个评论居然不让赞RoyalNGiveUp在核废水什么时候喝,05月02日 23:30
4647,屿麓_Yl,艾伦耶格尔谏山创偷喝核废水了吗想出这破烂剧情,05月16日 22:44
1016,格大格的闲居日常,是中国人却不懂中国比精日不懂日语很可Xps希望图三懂得日本文明的博主依靠日本排队文明喝核废水吃核变异鱼类为生边晨子草希望索任合资距离指学不会语言产生美土豆音piko看到王志安忍不住赶来嘲笑非裔欧洲人LOLICON白石再一次印证精日不会日语,05月07日 20:34
6737,上山夏海,日本这次核废水排污实在是人类的耻辱显然他们已经不在乎自己民族的声誉与未来但对于其他尤其是相邻国家人民是灾难啊喜欢吃海产品的现在多吃吧今后还是要少吃些插图和本文无关2北京国英园,04月11日 17:35
3781,椰咖伴酒,纸吸管真的很环保在我嘴里就降解了核废水就直接倒海里了但吸管这趴必须要环保,05月13日 10:19
725,爱喝娃哈哈的崽崽,任豪和老舅妈核废水喝完了吗要点逼脸吧老舅可是大水王谁能有他会游泳,05月06日 15:09
2922,你最甜啦44,普纳替尼ponaxen柳余转头看向窗外石雕像身上的圣光也一同消失了非那雄胺注意事项1使用非那雄胺片期间如出现任何不良反应请咨询医生2同时使用其他药品请告知医生请放置于儿童不能触及的地方3使用非那雄胺片前应除外和良性前列腺增生类似的其他疾病如感染前列腺癌尿道狭窄膀胱低张力神经源性紊乱等4非那雄胺主要在肝脏代谢肝功能不全者慎用5女性和未成年男性禁止服用印度特瑞卡洛王子又敲了敲门日本核废水入海对中国有何影响收起全文d,05月11日 14:28
2546,Muci-880818,xs是喝干净核废水也变异不成的程度地瓜瓜瓜瓜瓜瓜瓜瓜瓜啊这得受了什么辐射啊我的天乌裳待雨不合适不合适吴亦凡的长相得基因变异成什么样才能生出哈人啊,05月10日 11:16
2985,Ludians_98039,这两天一直在想视频中主人公展现出的对地球上所有物种的关怀和包容对环境污染的深痛恶绝有些人说他是位卑不敢忘忧国但其实他是位卑而心系地球万物他的胸怀更加宽广这些天不断有关于动物的新闻报道先是日本排放核废水再是东北的完达山杭州的豹豹们还有今天农业部要迁徙长江江豚的决定也许尊重动物的生存的权利对人类来说太难了清流们你们将要去向何方收起全文d,05月11日 11:27
3613,豆浆麻球糯米饭,渔人舟行那瓜娃子就是一工具乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行伊榭尓伦的风2021叫她们少女真是侮辱少女这个词了私欲乱人心147日本排放核污水默默转发中国植树造林老子我重拳出击,05月13日 17:52
5148,你付出的1021片星辰,谁说的gck你来替我喝核废水,05月17日 13:52
7886,穷图未日阿拉SO,任豪没有人比R1SE更爱R1SE带大家复习下豪桑战绩①疫情时爱情都轮不到我还要肺炎也轮到我切②对医护人员点蜡③带着女主密室逃脱④被抖音网红锤了海王骗炮用假名⑤rap抄袭⑦核废水没有人比任太君更懂塌房全方位多角度ipad养乐多雪碧,05月02日 22:48
4325,张钰琨love,不要把废水倒海里这是个一起完蛋的事情先把核反应堆停下来废水先放着听我的没错的,05月15日 22:35
703,却见山河,工藤静香给木村拓哉买冰淇淋核废水还没整明白一天到晚送日本人上热搜狗粮到位了又开始文宣了,05月06日 15:31
4006,MMMoodRing,不注射核废水算良心了还要什么自行车,05月14日 15:31
7072,用户7602699097,白月光与朱砂痣日本核废水版UP主歌词改编大神bilibiliO网页链接,05月01日 23:25
4198,海菜花花,联合国不值得信任的日本核废水排放决定,05月14日 07:41
3021,蔡博钧,侯宁和他吵跌份我因中医药和他吵过后悔死了原来是这么个玩意乔木DC他在推特上骂了我一年我都忍了最近他说核废水无害说我造谣还说赵立坚传我造的谣我得回击呀可我土博士比不过他洋博士陕北口音不如福建口音洋气头发也没他多老婆也不如她老婆会抄袭只好拿英语,05月11日 09:44
8992,延启啟啓,笑得想死人工智能箱听到妈了个b站我的笑点已经全线崩溃帕秋莉不要了的破旧笔记_PaQ核废水他的酒里掺了核废水废络达救救蒂蒂溪涧殇笑死我了丿乛冂十二了一oceancat给我笑吐了阳台花枝丸我把今年的份都笑完了好白的尤莉急性源石病发病现场p2看完笑一下午,05月03日 18:32
3389,FeaturingSnowy_,谏山创进击的巨人喝多核废水脑子变异了用直肠画的漫画吧新冠病毒就是你亲爹不然你早就被暗杀千万次了我用脚趾画的都比你有逻辑奥每次在热搜上看到你只觉得晦气,05月12日 09:10
3773,北海飞渔,总体来看新冠疫情奥运预选核废水入海全球经济处于复苏中等会加剧短期市场的震荡叠加窗口期期间市场大概率维持弱势震荡在昨日权重板块集体走弱之后很难立马扭转格局需要等待左侧交易情绪释放殆尽多点耐心,05月13日 10:44
5644,扎西德勒·天珠收藏,巴以冲突日本排放核污染废水的时候环境保护组织消失了现在巴以冲突人权组织也消失了他妈了个巴子的美国就是个笑话,05月19日 09:08
2405,昭華_YY,小菊花搞不搞奥运我一点都不关心只是希望我们国家的运动员不要参加这个新冠核废水土地只适合奥特曼和哥斯拉,05月10日 18:24
5700,·没有零用钱_,黄锐我真想把你麻妈逼的炸了让你去喝日本核废水,05月20日 22:01
2347,涂委玮,凡事都有一个临界点即转变点日本单方面决定核废水排入海是因为想不劳而获想省钱想走捷径虽然这维护的是日本近利但也会害不少日本人好比菅义伟目光短浅伤害了大家的共利是会受惩罚的,05月10日 22:02
1321,tata890,美味海鲜如果日本鬼子核污染废水排放这就只能是回忆了海鲜变成啥样不得知了珍惜吧,05月07日 08:27
9840,大雕东飞钓鱼岛,日本政府基本决定将福岛核污水排入大海日本有战略石油储备54亿桶7400万吨区区120万吨的废水如果真的想存起来根本不存在什么难题解决不了这是日本文化的缺陷日本制度的缺陷,04月10日 20:13
894,二次创作,被核废水污染后的三文鱼L奇贱哥的微博视频,05月06日 08:00
8305,漠宏庵,江苏14级大风环境引发的自然灾害频发让人再次担心起世界环境问比如美国这些年来偷偷丢弃在海洋中的剧毒桶已经发现几万个再就是日本政府欲将核废水排入大海美日常常标榜自己嘴上说一套整天指责要求别人自己却暗地里道德伦理丧失殆尽美国必须就海洋环境污染要给出一个说法,05月02日 21:12
7180,哈衣地888真尚素,无语一个养病毒一个投核废水,05月01日 18:53
5093,芒果寒霜冰,答案贴脸上都能抄出个0分小太刀这剧场版做的没喝十年核废水绝对做不出这样的动画,05月17日 16:56
9207,怡然明媚99,危害世界战略安全与军控在线日本福岛核废水中不仅含氚而且还含62种金属放射性同位素它们存在时间长有化学毒性此外废水中的碳14半衰期为5700年历史上从未有如此大量的放射性核素排放到海洋里去它对海洋环境及生物链带来的影响难以预料转起,05月03日 11:27
6,用户7582634678,发布了头条文章唐盈APP财富增长分享会王宗合机构通道被骗不能出金内幕日本政府正式决定福岛核废水排海O唐盈APP财富增长分享会王宗合机构通道被骗不能出金内幕,05月05日 23:45
5086,Aeeeeeup,力丸什么时候有舞台啊萎了只想看宝贝的舞台啊做榜单都没动力了饭圈p事儿真多赛时二鬼子喝核废水赛后艹团魂,05月17日 17:14
8910,看看你爱笑的眼睛,谢娜晒自己做的家常菜恶意真大核废水喝多了2无锡,05月03日 20:38
3924,菝葜小灯泡,天天小三论真的累了THEREMIN河沟要是太闲可以去帮日本解决核废水的问题一举消灭地球母亲身上的两个毒瘤,05月14日 20:02
9073,又红又专田小平,一个BCI一个核废水真的是没有心情买优衣库了,05月03日 15:31
9993,小舢板啊划啊划,日本政府基本决定将福岛核污水排入大海日本核废水的热搜这么快就降下去了花了多少钱啊,04月10日 18:09
234,天芳烨檀90539,讽刺倾倒核废水事件Countryhumans,05月05日 14:47
9230,尺玉啵啵茶Seven,日本排放核废水的时候谴责日本自私有小节无大义没有人道主义印度疫情爆发怎么就开始捡乐了呢不提国际主义了也不提人类命运共同体了印度环境不好管理不善穷人多很多人因为疫情没工作没收入大量的人去翻垃圾堆捡垃圾吃政治冲突和普通人民受难是两回事吧综上日本政府辣鸡印度政府辣鸡沈逸辣鸡收起全文d,05月03日 11:01
6242,九天炫君,日本如果真的将核废水直接排入海洋海产品还能吃吗新浪财经O日本如果真的将核废水直接排入海洋海产品还能吃吗,04月11日 22:16
4004,元元尼,中午好今日每日一善一问歪屁股哇唧唧哇昨晚自砍一半的屁股今天接上了吗二问INTO1官博今天有没有为人民服务痛饮核废水三问哇唧唧哇今天倒闭了吗,05月14日 15:36
18,王yichuan,发布了头条文章中信易投龙潭会潜龙杯私募比赛徐刚股票打新骗局维权可追回本金日本政府正式决定福岛核废水排海O中信易投龙潭会潜龙杯私募比赛徐刚股票打新骗局维权可追回本金,05月05日 23:16
7002,白井紘,请近田力丸粉丝道歉有你们这群粉他这是倒了八辈子血霉吧拿仇恨固粉这真的不是在养蛊骂核废水谁想出来的啊这么快就把你正主国籍开除可真行,04月26日 23:45
2647,橄榄油烤羊肉,恒河水vs核废水决战紫禁之巅回忆专用小马甲行行吧M大王叫我来巡山好一个双向奔赴真十内只要胆子大朝辞夏双向奔赴感人啊,05月10日 05:03
7542,周書嫻,日本核废水印度的惨烈疫情国内教育内卷工作加班常态化无论是平时生活还是旅行憧憬曾有的想象不知何时能实现种族幸运生于地球个人幸运生于现代希望有生之年能感受想感受的一切希望及时遇上一切归于平静的转折,05月01日 08:01
1364,开心快乐是福龙哥专利,龙哥说放她娘的狗臭屁日本往大海排放核废水的时候你丫的为啥装死看不见你丫的眼瞎了,05月08日 23:55
5853,星雨物语mzl,日本倒核废水她装死提到中国倒支棱起来了O日本倒核废水她装死提到中国倒支棱起来了,05月20日 10:09
7720,qilin2333333,任豪没有人比R1SE更爱R1SE建议他和他的粉丝早日喝光核废水,05月02日 23:32
7040,环游在水星,啧啧啧无意进了你微博脏了我的眼天天艾特人骂街尽显你素质丢人呢这是腿嬷嬷今天暴毙了吗右边这位是核废水喝多了屁股和脑袋长反了吗环游在水星哈哈哈哈哈哈网王早都变群像了哪个叫得出姓名的选手不是王子哇还小王子,04月29日 23:57
8148,张慧猫腻,Nuking_2018他还没去日本帮忙解决核废水啊在大陆混个啥啊,05月02日 22:06
8553,想吃猫猫条,但是那个up为什么喝醉了还在担心核废水啊我真的是我对醉酒的人太没有了解了吗,05月03日 23:46
9105,_缈云声,第五瓜格TMD烦死了有没有能正常看比赛的直播间了al凭实力堂堂正正赢的gr怎么就成了不堪入目还硬cue核废水别骂了别骂了我就一个赛事粉我只想安安静静看个比赛而已杠我就别回我了怕了怕了,05月03日 14:39
3326,游于夜寒时,谏山创捏妈的幸好最终季没看完谏山创一生喝核废水,05月12日 10:06
5343,谷红侠2580,丫头睡觉前又拉着我说她最近有些焦虑我说她是因为最近学习没有把握所以焦虑她说不一定也可能是全球变暖日本核废水啥的我说不可能那些事情你可能会焦虑但是这种焦虑不会影响你的生活目前能影响你生活的焦虑只有学习成绩所以如果焦虑你就看书绝对治疗你的焦虑丫头听完默默睡了做个妈妈真的是得全能的2西安收起全文d,05月18日 23:26
2316,我是航天老兵,日本排百万吨核污水咋处理俄专家给出答案菅义伟吓得脸色苍白23小时前水镜晓先生YaaO3J3图为福岛核电站图为核武器爆炸而对于日本来说这或许是一个可以接受的方案将核废水与反应对直接封存在2千米以下的地下与地面隔绝而核武器爆炸产生的强烈中子流很可能加速反应堆的反应过程大大减少反应堆与废水当中放射性物质的半衰期但从政治与情感方面来说日本接受这一方案的可能性并不大毕竟日本是唯一一个接受过核武器轰炸的国家而接受这一方案意味着日本又要被核武器炸一遍恐怕菅义伟是很难同意的收起全文d,05月10日 23:18
2149,白桃汽水小熊饼干泡泡,xlei74然后一起喝核废水,05月09日 22:39
5333,陷在馅儿里,印官方首次承认恒河浮尸有新冠死者救命核废水新冠病毒,05月17日 00:09
9720,mj微风,日本政府基本决定将福岛核污水排入大海如果菅义伟喝一口倒入核废水后的海水你还反对吗,04月10日 22:36
2860,愤怒的石头_99939,没有观众的奥运会搞不好还要赔国际奥委会的钱又搭上疫情的高峰期昭華_YY小菊花搞不搞奥运我一点都不关心只是希望我们国家的运动员不要参加这个新冠核废水土地只适合奥特曼和哥斯拉,05月11日 16:30
9986,梁溪是我家,日本要把福岛核电站的核污染废水排放到大海这个民族疯了哈哈哈,04月10日 18:16
5238,有录网--纽卡斯尔,太无耻了吧这就是在慢性毒害全世界人民福岛核电站储水罐已多次泄漏日本政府正式决定福岛核废水排海,05月17日 08:04
216,dghyrfhjiibvd,本子绝了他们全国靠海吃海看到福岛核废水往海里排他们没意见中国这边画个图嘲讽本子排核废水本子全国人民都疯了疯狂diss中国污蔑造谣活该他们吃核辐射食品,05月05日 15:16
