,博主昵称,微博内容,发布时间
9317,没耳朵的大图图,舔狗日记宝不要再当海王了日本要排核废水了我担心你,05月04日 23:11
7485,驀然回首的小窝,小妹的新作我和地球有個約會請大家多多指教新冠病毒肆虐核廢水生態災難輻射變種病毒人類的未來會如何你能為地球做什麼未來由你來決定,05月01日 10:00
9604,17239y,事情简单的经过是以为刀塔在参加朋友的酒会后在无意识的情况氪了一个月生活费的金抽蒂蒂并且途中不忘担忧日本国政府排放核废水的反人类行径呼吁全球的人们联合起来也希望舟游的制作人能帮大家出口恶气救救自己最爱的蒂蒂并且尝试购买去东京呼吁日本年轻人联合的机票未果后购买了去北京和南京的机票并收好了行李另因为游戏看板的角色会定时说固定台词莫名的接上了流畅的进行了对话实属现实魔幻收起全文d,05月04日 14:08
8922,涯木Aria_,我睡着了但是没完全睡着阿芷今天光合作用了吗从08年开始等的凯尔希黑潮之下就是tmd核废水北斗星空leaf这白开水怎么没味儿为斯卡蒂献出心脏我永远喜欢森蚺两面包夹芝士,05月03日 20:23
2604,伊柔甜良姗语诗包兜逗曲奇,为转移核废水话题注意力演好多天戏,05月10日 09:08
840,雪中梅海,哲镛用硬盘书拉瓦铀1959年731头目石井四郎在美国保护下寿终正寝1967年美军在越南撒下6700万升橙剂导致50多万畸形儿祸及200多万平民2003年美军入侵伊拉克八年时间杀死伊拉克平民6万人没找到传说中的大规模杀伤性武器2021年日本向太平洋排放核废水美国同意,05月06日 10:53
529,田院长的围脖,所以美国对日本排核废水无异议甚至赞赏了,05月06日 23:09
10304,谭浩俊微财经,日本决定核污水排入大海中方回应日本这是细菌战没玩够想玩核污水战啊日本政府应当秉持对本国国民周边国家以及国际社会高度负责任的态度深入评估福岛核电站含氚废水处理方案可能带来的影响主动及时地以严格准确公开透明的方式披露信息在与周边国家充分协商的基础上慎重决策有一个常识必须清楚那就是日本人表面上点头哈腰一副谦卑和善的样子暗地里却是什么坏事都做得出南京大屠杀实行三光政策发动细菌战等等现在可好又要把核污水排入大海污染海域环境如此一来日本的生鱼片等还能吃吗海水的清洁度还有吗日本及周边国家的渔民还能生存吗如果说美国是一个自私自利的国家的话日本绝对不亚于美国甚至有过之而无不及在这样的情况下包括中国在内的所有日本周边国家以及国际环保组织都要严厉制止日本的这种行为特别是美国不是一直自称世界老大吗应该发声了不要从老大变成老大妈啊如果面对这样的事美国都不发声以后也就不要对其他事指手画脚逼逼叨叨了收起全文d,04月10日 14:13
4072,仿生人会梦见美容美发吗,泪水直接净化核废水,05月14日 12:07
1887,暂时不变的amon,核废水牛尿,05月09日 14:31
7308,不省喵事,这样不靠谱的日本天天用一个画出来的alps说处理水blabla只有精日孝子敢信孤烟暮蝉日本傻事你们要知道日本在8年前的2013还用挖坑加三层防水布放核废水的会不会笑出眼泪啦然后结果被发现泄漏查看图片善良的囧囧神钢铁集装箱当初就应该灌铅密封的,05月01日 13:25
10006,后生儿的榔头3号,核废水美国也逃不掉,04月10日 17:53
6724,老幻想家,决定了赶紧吃海鲜核废水就快到了朋友们吃一顿海鲜最好的时间是十年前和现在,04月11日 17:44
10391,除草才能长得更好,子乾日本140万吨核污水将排入公海核废料处理方式仍是世界难题2011年3月11日日本东北方向太平洋近海发生90级大地震并引发40米高海啸位于福岛区的核电站遭到破坏核电站设施因地震大规模损坏图1反应堆因故障而过热随后日本正负决定引入海水冷却虽然危机解决了但是有超过100万吨的海水因为直接接触了反应堆而带有放射性变成核污水核电站的基本原理是通过核裂变释放核能产生大量热能高压下的循环冷却水把热能带出在蒸汽发生器内生成蒸汽推动发电机旋转从而产生电能图2铀235是常见的核燃料1吨铀235全部裂变产生的能量约等于240万吨标准煤燃烧时放出能量核燃料以及核反应之后的核废料往往是不稳定的具有放射性放射性是指某些元素的原子核会发生衰变比如常见的α衰变贝塔衰变以及伽马衰变图3不同的衰变类型放射出的粒子类型不同但是其能量却往往很高这些高能射线很容易摧毁人体细胞内的DNA等结构导致细胞异常甚至引起癌变等不稳定元素是否发生衰变是一种量子行为有明确的概率但是在某一瞬间是否发生衰变是不确定的当有大量的放射性元素堆在一起时整体的衰变行为就很明确衰变的元素数量跟元素总数量成正比总数越多衰变的也就越多随着时间的流逝放射性元素越来越少发射程度也降低当剩余的数量为初始总数量的一般所经历的时间叫做半衰期半衰期是一个元素衰变快慢的重要标准图4不同元素的半衰期差得很多医用放射性物质或工业放射性物质的半衰期从几个小时到几年不等但是核电站产生的核废料其半衰期从几万年如钚239半衰期长达24万年到几十亿年如铀238其半衰期长达44亿5千万年不等处理核废料一直是个世界难题对于不同的核废料也有不同的处理措施比如将核废料封存后埋入地下但是这种方法在超过100年后容器容易经受不住辐射而爆裂而且这种方法对地质运动有很高的要求但是不管怎么说将140万吨核废水排入公海是非常不负责任的做法O腾讯新闻热推收起全文d,04月10日 12:51
7369,共同煮意,一段乱入对话将就着看吧外景上海外滩外白渡桥上世纪30年代清晨江风吹动衣衫飘动三男人并肩而立神情凝重望着奔流不息的江水居左许文强重塑自我很难吗居右丁力我们现如今这样用难来形容似乎美好了些居中我既是乱入所以居中切勿苛责想起了一个小心肝的日记原创不如哥仨化成一滩水与太平洋融为一体吧许丁同声激动状那跟福岛核废水排入太平洋有什么区别污染了太平洋以后还能不能愉快地吃翻车烤鱼了我这事儿我N年前下了莫大决心开博聊天时就考虑过确实不妥许丁同声那怎么办我不如哥仨去抓一把黄浦江上的风吧许丁如何我抱着哭啊外景哥仨站在黄浦江边沉默远方传来隆隆的枪炮声东方的鱼肚白渐渐清晰淡出真蕊宁奇怪为毛说真难道还有假的式旁白同时响起这并不是一部英雄情怀片也不是一部打引号处为引用把自己摆在受害人位置的家庭恩怨苦情伦理大戏而是一部关心自己和他人不丧失热爱这个世界的能力的温情环保片收起全文d,05月01日 11:53
2530,爱情丶呵呵哒,恩莱瑞草铺上沉睡的女子唇边似乎浮着一丝微笑去纤苷赛普替尼塞卡替尼卡马替尼CapmatinibPuriNethol聚乙二醇化组人粒细胞刺激因子新瑞白津优力重组人血管内皮抑制素注射液恩度替莫唑胺胶囊泰道来曲挫片弗隆枸橼酸依沙佐米胶囊恩莱瑞比卡鲁胺片康士得唑来膦酸浓溶液泽泰卡培他滨片希罗达注射用醋酸卡泊芬净科赛斯盐酸多柔比星脂质体注射液多美素马来酸吡咯替尼片艾瑞妮赫赛莱印度特瑞这篇文开放转载转之前在文下或者专栏里和我打个招呼就行__日本核废水入海对中国有何影响收起全文d,05月10日 12:04
8444,林-瑜璟,青海草圆圆爱毛胖爱国羽此时我国媒体忙着狙中央政法委战略安全与军控在线日本政府正式决定福岛核废水排海Vs美国务卿发推感谢日方明显努力,05月02日 16:59
4476,李观吾,教资面试初中语文抽到邓稼先之前学校请了考官来演讲get到了核心素养和没有答辩基本是过了两点今天讲得超级激动一开始导入超级棒核心素养很到位还结合了时事日本核废水切尔诺贝利啥的两个考官瞬间抬头很感兴趣地盯着我接着一系列性格分析都还行吊古战场文还背过简直天助我也然后然后讲到引入的五四之歌淦莫名其妙地想起那天看到一个杨振宁和翁帆的视频他说他去胡适加觉得胡适的家庭并不幸福我就脑抽说到反帝国主义的话题好像有点跑偏了最后答辩考官追问了两遍哭啊我还没圆回来也没有道歉不知道是过了还是凉了呜呜呜希望可以过吧收起全文d,05月15日 13:04
4793,消失不见0089,有空看这个怎么不关心日本核废水王白先生字飞雪看不下去可以选择回到土里去呢亲控方证人Chris实在学不会不看的话可以考虑戳瞎自己哈柚柚炸黑土豆里外都糊倒也不必让兵马俑来当西安直播的小编,05月16日 08:29
8275,hammer同学上课请认真听讲-,任豪没有人比R1SE更爱R1SE怎么还有热搜啊是怕别人忘了核废水的事情吗,05月02日 21:46
6873,祈玺一二三,4月13日针对日本政府准备将福岛核废水排入太平洋的决定中国外交部发言人赵立坚强调日方这种做法极其不负责任将严重损害国际公共健康安全和周边国家人民切身利益日方应重新审视福岛核电站核废水处置问题在同各利益攸关国家和国际原子能机构充分协商并达成一致前不得擅自启动排海中方将继续同国际社会一道密切关注事态发展并保留作出进一步反应的权利赵立还指出对于一些权威机构和专家的意见日方应予以诚O网页链接收起全文d,04月18日 23:52
7090,C逆流之河,gentspy这视频做的太强大了非常同意一点不管大家平时观点有什么不同在阻止日本往大海里排放核废水这事立场应该一致原因请看视频,05月01日 22:34
861,洋桥铺文化衫主题店掌柜,央视新闻日本政府正式决定福岛核废水排海地球SOS我们需要发出自己的声音你在哪里一起发表你的看法参与进来吧江苏卫视L洋桥铺文化衫主题店掌柜的微博视频,05月06日 09:46
10001,起名字吼难,建议王ju一天一杯核废水哦,04月10日 17:59
10323,唯有朱门依旧,太平洋沦为日本下水道计算机模拟福岛核废水扩散全过程O网页链接,04月10日 13:54
5014,遊人P,笑死刘羽禅丶食死徒基地阿_铎改名伏地魔基地吧有新冠核废水等黑魔法加持,05月17日 18:54
2954,JOCYLIN_,随手拍一师参加了外院简笔画复赛的监督主题为世界地球日有几位小姐姐画的非常不错很开心能够参与这次活动外院选题不错世界地球日再了解一下日本核废水排放事件非常有意义湖南第一师范学院团委,05月11日 12:32
6896,法烤猪,看到好多忧国忧民的人因为日本的核废水入海事件真的害怕说不定xiaoriben已经开始排了只是我们不知道可恶的xiaoribenzi我觉得跟不讲道理的人唯一的办法就是不讲道理能不能制裁他们啊太令人讨厌了,04月20日 23:54
89,人间四月芳菲兔,哇唧唧哇INTO1官博哇唧唧哇INTO1官博哇唧唧哇INTO1官博哇唧唧哇INTO1官博哇唧唧哇INTO1官博哇唧唧哇INTO1官博哇唧唧哇INTO1官博你们是不是脑子全被核废水淹死了次次唯九超话热搜还置顶你们是瞎了还是瞎了还是瞎了这样公然黑C你们一万年也不会有团魂,05月05日 20:31
6195,老高高相奎,日本的说辞有严重的逻辑矛盾还有精日说国际组织建议日本排放大海是撒谎国际原子能组织官网内容是日本向IAEA提供了福岛核废水信息按照日本给的数据符合TEPCO的标准乍一看好像是符合国际标准TEPCO是什么TEPCO就是东京电力这就是日本自己按照自己的标准测的数据和报告,04月11日 22:37
6116,plmoknijbuhcft,在沙漠用的核电建在日本却不做防海水处理前期没有任何处理的核废水就已经排进海里了后又不知偷偷排了多少既然说这水没问题为什么不排在日本本土还有脸拍什么5勇士的影视一开始瞒报比起苏联处理日本做得太烂了就是舆论宣传的好西方媒体配合阿理汗改善核泄漏的负面形象宣传,04月11日 23:11
2733,higashi_東台,賣羊肉的咩咩咩早早就预言了核废水导致的海洋生物变异是神作没错,05月11日 23:14
7521,史无洞知,戴旭曾经说过我们必须要警惕日本这是因为历史上日本的两次崛起都以我们为垫脚石而且日本人既有狼性又有狗性回顾历史距离十九世纪六十年代日本的明治维新已经过去了一百六十多年的时间在这段时间里日本安静了两次也疯狂了两次给我们造成了深重的灾难戴旭曾经有对日本的历史及日本人的心理进行了分析得出了日本正在开始第三次疯狂的结论目前的日本通过修改xian法等手段破坏地区和平局势对我们造成了严重威胁日本之所以不懂得反思与它心理是分不开的一日本人一直藐视我们明治维新后日本脱亚入欧产生了一种蜜汁自信这种自信使得日本开始自大起来有了优越感开始轻视我们并伺机欺负我们甲午战争和抗日战争充分证明了这一点日本疯狂的侵略我们差点导致我们亡国灭种后来日本虽然惨败但是日本至今也不认为是我们打败了它它认为打败它的是美国和苏联一直到今天这种想法还在影响着日本的决策二我们的日益强大让日本坐立不安日本人骨子里是极其自私的当年日本仅仅用了五十年的时间就成为列强之一二战后日本经过短短几十年的发展又变成了经济强国但是它却希望我们永远贫穷落后软弱可欺但是时代的发展终究不以日本的意志为转移我们不断在发展崛起在可以预见的时间里我们的实力必将超过美国成为世界第一强国然而我们一直走的是和平发展道路坚持和平崛起然而出于自私心理日本却始终不愿意看到一个强大的中国出现在世界的东方三日本不希望看到我们祖国统一的大好局面祖国统一后TW海峡会完全成为我们的内海而日本因为很多资源需要靠海上输入因此海上航线对它来说至关重要日本有百分之七十左右的海运航线要通过TW海峡这就意味着它的经济命脉会掌握在我们的手里不仅如此统一以后我们不再对钓鱼岛鞭长莫及而是会加强对钓鱼岛的控制这是日本最不愿意看到的因此它会想法设法的阻挠我们的统一大业前面提到日本人非常自私实际上不仅日本自私日本这个国家也非常自私可以说是损人利己为了自己的利益不惜损害其他国家的利益最近的核废水事件再次证明了这一点综上所述尽管我们日益强大但是我们一定不能小瞧日本对它要始终保持警惕微博公开课收起全文d,05月01日 09:05
1720,大钢牙,被核废水污染后的三文鱼L大钢牙的微博视频,05月08日 01:06
9451,别来烦我好吧_,小孩看到核废水要排入海洋的新闻得多难过,05月04日 19:14
9399,不存在灰,日本要倒核废水至少是公开给东南亚邻居们有礼貌的打了招呼美国偷偷摸摸的把五十万桶DDT扔到太平洋里已经七十多年搞得美国低生育率我们不能把自己的命运交给壹个把奴隶贸易做成五百强的反共反社会反人类的恐怖组织美国的跨国公司把全球化红利据为己有拉大贫富差距激化阶级矛盾拉升死亡率,05月04日 20:50
9957,西风不解眉弯愁,日本政府基本决定将福岛核污水排入大海核废水排入大海地球至少要两万年才能降解至人体可承受范围在热搜上却存在不了24小时在外网甚至上不了几个国家的趋势,04月10日 18:44
9912,空空空空rrr,偷国又名南抄县核废水排入大海地球至少要两万年才能降解至人体可承受范围在热搜上却存在不了24小时,04月10日 19:20
8695,伍十陆号空港,钱盆网p2p钱盆已经出事这么久了都没有人来管管我们老百姓欢迎钱盆难友加入我们的wq交流裙五一我们将会组织一场大行动希望各位难友加入wq裙讨论企鹅裙444277357钱盆百分之七十都是老人我想问一问钱盆你还有一点良心吗老人的养老金治病钱你都要骗钱盆立案这么久了还是一点消息没有我希望各位难友一起团结起来一起想办法随手拍身边的春天我支持新疆棉花日本政府正式决定福岛核废水排海收起全文d,05月03日 22:22
5953,恢富出场设置,渔人舟行那瓜娃子就是一工具乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,05月21日 16:51
921,西越雪,前有收鬼子钱发张国荣前辈甲方的图发帖时间显示比北京时间快一个小时冷知识东京时间比北京时间快一个小时现在又来了这么闲去喝核废水行吗,05月06日 02:29
8691,不近女色贝老板,平原机械工业设计局Alexeyevich草这逻辑不得不服虽然其实也要注意日本的军事动向就是了椟菽荫回复关岛号导弹战列舰上次来暗的这次来明的也算长进了关岛号导弹战列舰日本向着太平洋倾倒核废水慢性入侵珍珠港,05月03日 22:23
1245,风铃草丷,这就是美国支持日本排核废水的原因吧共沉沦,05月07日 12:36
4943,Daydreamin9,既然惠右因为一句翻译不满意就能冲了一个汉化组要是次次不满意次次冲岂不是累坏了所以我建议惠右其实可以和身边的立本朋友做个小交易立本人在原作中帮忙翻译一句五福糖惠右就喝一升的核废水这样既帮全世界解决了核污染又能磕最正确最没有歧义的纯纯立本风味糖岂不是两全其美收起全文d,05月17日 20:45
8098,蛋糕配牛奶TS,任豪没有人比R1SE更爱R1SE先把核废水都喝完再说话吧,05月02日 22:11
88,不想上阳台的猫,回家路上脑子里全是核废水和两面包,05月05日 20:33
936,用户6208568554,司马平邦拉瓦铀1959年731头目石井四郎在美国保护下寿终正寝1967年美军在越南撒下6700万升橙剂导致50多万畸形儿祸及200多万平民2003年美军入侵伊拉克八年时间杀死伊拉克平民6万人没找到传说中的大规模杀伤性武器2021年日本向太平洋排放核废水美国同意,05月06日 00:38
5777,荷塘月色85958,转快报中国卫星拍照能力全球最差来看福岛核废水区高清图扳回一局O网页链接,05月20日 16:03
2471,用户7292976214,瑞典环保少女日本倒核废水她装死提到中国倒支棱起来了O网页链接,05月10日 14:47
8264,清野藏月,任豪没有人比R1SE更爱R1SE没有人比我更懂核废水,05月02日 21:48
469,神楽314,日本人都是尼马的骂你中国爸爸没礼貌核废水喝多了逼逼赖赖日本报道真特么恶心,05月05日 00:55
7656,花心的中年妇女,任豪没有人比R1SE更爱R1SE没人比exo更爱exo不会说话就闭麦吧地团很久没营业了也不想被蹭闲的没事喝点核废水脑子就清醒了,05月02日 23:47
7682,_奶盖芋泥波波,任豪没有人比R1SE更爱R1SE可拉倒吧把核废水喝干净了再说吧别秀智商了,05月02日 23:39
217,桃萄菠菠,我确信立本人已经被核废水毒傻了谢谢夸奖会加大力度的,05月05日 15:15
1316,何天恩,这种新闻才应该是热点新闻才该上热搜可惜丁太升们不喜欢看美核试验地区核辐射超切尔诺贝利10倍据环球时报报道美国哥伦比亚大学发现太平洋岛国马绍尔群岛的核辐射水平高于发生核泄漏事故的日本福岛和乌克兰切尔诺贝利相关报道指出自二战后美国在马绍尔群岛进行了至少65次核试验科学家采集了土壤样本对核辐射物质进行测定他们发现有些岛屿的核辐射强度是福岛的10到1000倍是切尔诺贝利禁区的10倍日本政府正式决定福岛核废水排海L超级科普小分队的秒拍视频收起全文d,05月07日 09:00
7244,你这样有意思咩,NBA蔡徐坤大哥日本不是说核废水应该净化得挺安全的了应该不会夸张到让海里的生物变异的程度吧反正我是听福岛那边的鱼这么说的,05月01日 16:08
9370,Sidntishein,笑死阪急能不能别营销了暗戳戳搞小动作选一个416开业膈应国人根本不想看的东西一天到晚在抖音刷到商场营销完了营销柜哥柜姐搞得跟选秀一样真不知道柜哥柜姐还是贵哥贵姐了二鬼子在我评论里发疯又没法喝到核废水孝敬脚盆爹的样子看了真让人觉得可怜还有如果真爱阪急就去消费呀光在我这儿骂人几个意思呀收起全文d,05月04日 21:40
8466,1ppaNR3,罐儿就会鞠躬放屁跳跳兲虎躬犟精神月刊勇者KuMa君鞠躬鞠躬早说了日本政府这十年来信誉快丢光了狗屎一样的躬犟精神zerofabric看看这些新闻真不知道某些人相信日本核废水经过处理是达标排放的信心从哪里来的另这个最后被送回的会是个什么东西呢贫铀穿甲弹,05月02日 16:30
7939,惋音了了,任豪没有人比R1SE更爱R1SE不关注爱豆有点分不清人这名字是上次核废水的那位吗真心没太记住这个团,05月02日 22:38
6332,SS第二帝国装甲师,通过全球海洋洋流或许日本福岛核废水未来不仅污染整个太平洋海洋生态环境甚至核污染整个全球国际化各大洋的海洋生态环境,04月11日 21:35
7495,十里桃花酒原创剪辑,ainmosnii她们脑子里装的都是核废水吧NeXT_turbo终于有明眼人说话了粉丝真的根本不看直接说我家哥哥就是被冤枉,05月01日 09:44
8531,艾丽丝的仙镜,外星人来到地球抱怨海水里满是变异海洋生物人类长得比外星生物还恐怖一定是哪个愚蠢的人类把核废水有毒物质倒入海水了这样的国家太糟糕了结果美国日本马上把外星人逮捕了外星人抗议我根本没说是哪个国家你怎么就能抓我呢美日咆哮废话我们做过的坏事自己能不清楚吗,05月02日 14:38
8440,新天地作者杨文,一只来自种花家的小兔兔核废水中不仅含氚而且还含62种金属放射性同位素它们存在时间长有化学毒性此外废水中的碳14半衰期为5700年历史上从未有如此大量的放射性核素排放到海洋里去,05月02日 17:09
790,青春就是那么酷,别关心日本核废水了关心关心三北防护林吧,05月06日 12:58
7844,enernity永恒,任豪没有人比R1SE更爱R1SE但凡换个人说没有人比你更爱日本核废水是真的高中学校这么好怎么会读成这样子,05月02日 23:00
2061,小羊_肥啾先生和他的小鸟,用核废水对变异病毒以毒攻毒吗卡洛_Jalo真十内只要胆子大秦祎墨团灭吧朝辞夏双向奔赴感人啊黑茶伯爵双向奔赴囧兰胸华纳今天倒闭了吗好家伙老梅梅梅好家伙莫克尔_这种双向奔赴真的大可不必,05月09日 11:56
10222,人间有味是淸欢咩,东京电力公司发布的2020年12月31日为止测得的福岛核电站废水中含放射性元素的浓度O网页链接可以看到Cs137的测得含量在008926BqL之间但是还是需要考虑两个放射性元素来源Afterthe90magnitudeearthquakeandresultingtsunamioccurredonMarch11th2011significantamountsofradioactivematerialwerereleasedtotheenvironmentfromFukushimaDaiichinuclearpowerplantRadionuclidesreleasedtotheatmosphereweretransportedeastwardbyastrongjetstreamandreachedthecoastofNorthAmericainfourdaysTakemuraetal2011AportionoftheseradionuclideswasdepositedonthePacificOceansurfacebywetanddrydepositionprocessesInadditionwaterusedtocooladamagednuclearreactorleakedintotheoceanKobayashietal2013ThustworadionuclidesourcesintotheoceanfromFukushimamustbeconsidereddirectdischargeofcontaminatedwateroveraperiodofseveralmonthswithpeakreleasesattheendofMarchandbeginningApril2011anddepositionofradionuclidesontheseasurfacefromtheatmosphereO网页链接一是泄漏发生的四天内巨大的喷射引起的飞溅的核素以及冷却反应堆的废水总体来说大部分的研究虽然认可海洋对放射性物质的消化能力但我个人不为乐观的是排放总量收起全文d,04月10日 15:00
2586,幻影旅团首席美人库洛洛,我想到了几个郑爽可以光明正大复出并且会受到爱戴拥护的办法不懂一兵一卒收复台湾把核废水全灌进菅义伟肚子里暗杀拜登彻底消灭新冠最后这个可能会受到全世界的爱戴,05月10日 10:00
5477,miyoumissyou,去纤苷从没有哪一刻会像现在让她强烈地感觉到自己就是一个卑鄙的盗贼享受着不属于自己的亲情去纤苷赛普替尼塞卡替尼卡马替尼CapmatinibPuriNethol聚乙二醇化组人粒细胞刺激因子新瑞白津优力重组人血管内皮抑制素注射液恩度替莫唑胺胶囊泰道来曲挫片弗隆枸橼酸依沙佐米胶囊恩莱瑞比卡鲁胺片康士得唑来膦酸浓溶液泽泰卡培他滨片希罗达注射用醋酸卡泊芬净科赛斯盐酸多柔比星脂质体注射液多美素马来酸吡咯替尼片艾瑞妮赫赛莱印度特瑞似是不悦她的目光那雾霭似的绿眸朝她瞥来日本核废水入海对中国有何影响收起全文d,05月18日 10:53
846,蛋挞制造者,其实别人穿不穿耐克和我没啥关系但是因为日本核废水指点我看日漫不爱国转头就买耐克我觉得挺离谱,05月06日 10:31
1591,氺氺杉,真的很烦很烦很烦主动提出来要组队参加然后自己却不提前说事情然后等到最后一天才说的人你是脑子被核废水冲得只剩下脑皮层吗我明确说了好累我已经不想了结果还是还是还是你这个狗比养出来的临到最后一天说要参加然后发个报名表说起构图结构一个都说不出来定的顺序都不知道很云里雾里的在创造你很棒哦哈哈哈哈笑死个人收起全文d,05月08日 13:41
5610,淮南山南警方在线,见证日本政府正式决定福岛核废水排海无耻行为,05月19日 12:43
9223,CPK国际专业蜜蜡脱毛中心,乐于悲天悯人的多喝点核废水和恒河水吧品尝下世界的酸甜苦辣,05月03日 11:13
5836,德国特拉多姆,新闻看点当年大地震引发的海啸冲入福岛第一核电厂时东京电力拒绝海水冷却方案因为那意味着反应堆报废损失数十亿美元他们押宝福岛能挺过一劫这才有了第二天的连锁爆炸和震后十年这125万吨核废水O德国特拉多姆坚持向善的水处理技术,05月20日 11:18
8348,南风在北京,这些人满嘴仁义道德内心深处无非是想攻击中国执政党贬低新中国的成就丑化中国人民的道德贱到骨子里我翻看了复旦严锋教授的微博无一字谴责日本倾倒核废水污染海洋祸害邻国这个时候他就不提邻居论了公知都是这个德行要求中国政府道德完美外国政府烂成渣也要舔,05月02日 20:14
7084,用户5761687587,你个垃圾五岳散人回复赵大叔_操心您家的空气吧我这儿就不劳您费心了赵大叔_很快就要被核废水包围了,05月01日 22:46
4419,神予人间恩泽,差点忘了谢谢字字粉及时给我送上了今天的核废水已经是喝高了麻烦帮忙维权让艾回赶紧给我打钱谢谢,05月15日 15:57
5594,神术荼,进巨加页快把我看复发了建议东电把谏山创投入核废水桶以毒攻毒中和废水,05月19日 13:42
3421,琴南司,玉柴子jsc老子真想狠狠地办你myouyouu谏山创喝核废水扶他柠檬茶他好像有那大病得去看了真的伊谢尔伦的风是不是看到火影死神都整了子世代的事情觉得自己必须跟上潮流苏离弦我头一次见这种跟自己读者有仿佛杀全家之仇的作者,05月12日 08:05
9282,王者就得归来118,精日汉奸们赶快去把核废水喝了战略安全与军控在线日本福岛核废水中不仅含氚而且还含62种金属放射性同位素它们存在时间长有化学毒性此外废水中的碳14半衰期为5700年历史上从未有如此大量的放射性核素排放到海洋里去它对海洋环境及生物链带来的影响难以预料转起,05月03日 09:16
2130,啾咪Seiko,日本核废水福岛的问题一天没解决我就一天不买日本生产的产品,05月09日 23:15
2305,松树冠·,一想起日本倒核废水就超级无敌烦觉得人类不配毁灭吧,05月10日 23:54
2762,哈士奇也有不二的才怪,让谏山创你去喝核废水吧,05月11日 22:16
546,长寿老人的伴,只有日本把核废水喝了才能自证清白否则说什么都是扯淡,05月06日 22:25
6572,永远的永远zeq,日本核污水57天将污染半个太平洋真该死啊小日本它妈的地球的环境是人类生存的根本这个理是不懂还是怎么滴这尼玛直接排核废水到海里这干的是人事吗真该杀啊这个比国家全球都尼玛为世界环境开了多少会议付出了多少努力我他么从好早就开始垃圾分类尽量骑自行车电动车坐地铁来代替小轿车了甚至每个人都在尽自己的小小努力来保护环境它日本说破坏就破坏还拉这全球人一起受罪真尼玛沙比你快点去死吧日你大爷的莎比日本排尼玛的核废水草尼玛的臭煞币日本收起全文d,04月11日 19:23
9487,南风雾月珍,回复kwndjekxkd你追星那么牛逼和爱豆一起去日本喝核废水吧支持爱豆事业,05月04日 17:56
1649,棠棣之伤,只准倭寇倒核废水不准中国坠箭残骸,05月08日 10:15
2909,啾啾鸣鸣,日本边倒核废水边鞠躬的样子姜颜魏唐李这就是不要脸吧明天是個好天氣阿甜端橙子没有没有你误会了我没有觉得错了只是造成了别人不适会抱歉月半弯岁月短一副我知道错了但我不改的嘴脸我看你不像卖惨倒像得了便宜还卖乖,05月11日 14:45
2220,迷彩乔哥,讲真的不提疫情这一块前段时间关于核废水的事岛国的官方就没这个说喝就喝的尿性,05月09日 20:05
5022,suju蓝家妹子,INTO1谈团魂是什么给我整笑了大家都忙着喝核废水呢哪来的团魂国籍都被开除了,05月17日 18:48
9843,大国全球观,新闻看点加速核废水排入海洋联合国紧急通告别危害全人类O向大海偷排核废水联合国通告日本别危害全人类,04月10日 20:11
5647,女兼人尔月庄,MGS粉新冠恒河水流进印度洋和日本核废水融合进化出新冠哥斯拉,05月19日 08:55
